Name,ID,HomePlanet,BloodSample
 Bekele Prakash, 8385864, Censa III,  +--------+  |oopc ooc|  |oc i ici|  |p c   ic|  |p p co p|  |coc  i o|  |o cp pp |  +--------+
 Ida Lian, 5023836, Alpha Caprius,  +--------+  | co p  i|  |c pcp ic|  |ppocpcii|  |pcpppo  |  | co oipo|  |ip c oi |  +--------+
 Paul Yamamoto, 3820855, Alpha Cama,  +--------+  |piioici |  | ooop pi|  |ciiic  i|  | oiii   |  |cppc coc|  |icciccp |  +--------+
 Raja Moreno, 3850400, Gamma Vena,  +--------+  | o c coi|  |cpco p  |  |oi  i pp|  |o ioc ip|  |ppo   ii|  |i  ppppc|  +--------+
 Claudia Ruiz, 7263050, Gamma Ariga,  +--------+  |  coc  i|  |ip  o co|  | ciop ip|  |pp   iii|  | ic co i|  |i     c |  +--------+
 Ghulam Devi, 7059184, Perpens,  +--------+  |pcoi i p|  |cioc p i|  |  oi  ic|  | cc cpii|  | pi c oi|  |cp      |  +--------+
 Asma Liu, 6923320, Cetunes,  +--------+  |poo i c |  |p oic o |  |ppicpio |  | p icci |  |oiop cp |  |oooo ipi|  +--------+
 Darya Kaya, 7258525, Arius IV,  +--------+  |piip cci|  |ppo  c  |  |p op c i|  |cp  oii |  |  i  pi |  |pi icpcc|  +--------+
 Surendra Benitez, 3159972, Arado III,  +--------+  |i op ccc|  |  pocco |  | icoccpi|  |   i  c |  | i  cccc|  | oo  p p|  +--------+
 Mahdi Mustafa, 6775342, Vele III,  +--------+  |p ppppi |  | ii  i c|  | ocpoopo|  |iccp ici|  |iccoi  o|  |cpi cpc |  +--------+
 Shah Abdel, 6010942, Alpha Anta,  +--------+  |cccpio c|  |iocio  o|  |iipo  c |  |c c c oo|  |cicio pc|  |  ccc c |  +--------+
 Salim Alonso, 3269717, Cetury,  +--------+  |pppi ip |  |poi    p|  |cpco  pi|  |opioc  i|  |p p oooi|  |iiiop  p|  +--------+
 Paula Aminu, 1667334, Erinax,  +--------+  |coopc oc|  |cpc  pc |  |icpcoicp|  |o i  i i|  |  io occ|  |o ioi  p|  +--------+
 Dipak Chen, 8343247, Cana,  +--------+  |oi  c p |  |c cc pp |  |  c ioc |  |ipop  pi|  |ii p p  |  |o  ipc c|  +--------+
 Beatrice Bai, 9958555, Charta IV,  +--------+  |i i   i |  | i ipp i|  |oip  c c|  |opcoo ci|  |cpoci p |  |ip p c o|  +--------+
 Amin Wood, 4134770, Camela,  +--------+  |piioppic|  | p o o p|  | po ooi |  |cc  ioop|  |   oioc |  |pipp i p|  +--------+
 Sima Bello, 5414277, Gamma Ariga,  +--------+  |p  iciop|  |ppi oi i|  | icc  pp|  | pc cioi|  |oiocpco |  |ci ccp c|  +--------+
 Luisa Majhi, 6975307, Aurn Major,  +--------+  |poo  pip|  |pc ccc i|  |coccpci |  | oc pp c|  |po oopc |  |pici  i |  +--------+
 Xiaoyan Vera, 9624314, Beta Capries,  +--------+  |o p ic p|  | i oooci|  | c coiip|  |cccpcipc|  |   icp o|  |cp c poo|  +--------+
 Shobha Nawaz, 3026549, Mardana,  +--------+  |c iioo p|  |c co oop|  |ooc po p|  |   p oic|  |oo iio c|  | co iio |  +--------+
 Kiran Shinde, 7425639, Alpha Canus III,  +--------+  | iioiop |  |icp coc |  |   co ic|  | cpi opo|  |ccoo c  |  |oii co p|  +--------+
 Therese Mansour, 9909611, Mardana,  +--------+  |op   o p|  |co c pop|  |ip  o  i|  |ipo pi o|  |op   pp |  |ccioopcc|  +--------+
 Elizabeth Ceng, 5788500, Jupius,  +--------+  |p o     |  |p c ii  |  | oic  c |  |ipii o c|  |ooopcip |  | i cci c|  +--------+
 Gregory Chandra, 5647020, Alpha Plum,  +--------+  |  oi o p|  |co  c ci|  |ioi oici|  |o cpoo  |  |p  o ioc|  |o op poc|  +--------+
 Manoj Vazquez, 7068446, Alpha Satus,  +--------+  |p ooii  |  |ppc    o|  |i ccp pc|  | c  ppp |  |  ioo i |  |ppo   ii|  +--------+
 Marina Maseeh, 7008400, Gamma Pisus V,  +--------+  |c p     |  |o oiip  |  |  p c  i|  |oocci o |  |pc  ioco|  |cppcpc c|  +--------+
 Sharon Wei, 5159455, Cassion,  +--------+  |o oc  oi|  |ippio ii|  |pc  i o |  | ccciico|  |p po  c |  |o pipc  |  +--------+
 Zhihui Taha, 2758997, Alpha Meron VII,  +--------+  |po p  cp|  |  ocpc c|  | ipcccip|  |cp   c o|  |  poc c |  |   c  ip|  +--------+
 Paulina Collins, 6162690, Aquarth,  +--------+  |oc  oooc|  |ioi iiip|  |   p ii |  |  cii c |  |co  i  p|  |occ  cc |  +--------+
 Musa Marquez, 2426720, Alpha Cetico II,  +--------+  |oic ic  |  |io   pii|  |cpo p po|  |  cpi ii|  | p c cic|  |coioi ip|  +--------+
 Masoumeh Na, 1629542, Ceticor Minor,  +--------+  | o i  oo|  |pp cpco |  | iiccoo |  |c c  oo |  |  c opop|  |op cii  |  +--------+
 Peng Rahman, 8180954, Algo,  +--------+  |ioc  cc |  |p p c op|  |ci   o i|  |cioi oi |  |i c ccoc|  |cp i pcc|  +--------+
 Carla Shaik, 1990174, Aranus Minor,  +--------+  | c  ccc |  |  pci p |  | ioo cc |  |  ppo op|  |pio  pco|  |cppcp ci|  +--------+
 Tara Mehmood, 6868532, Ophini,  +--------+  |p c cc  |  |  i  oc |  | oc  oc |  |pcoop   |  |  ip cp |  |occoop p|  +--------+
 Michele Kaya, 3024236, Aurus VI,  +--------+  |pp oiipp|  | oiociii|  |c o pcpo|  |oo i   o|  |ip  pi  |  |c  iic  |  +--------+
 Lucy Kamara, 8898747, Capries III,  +--------+  |oiopiic |  |   o  pc|  | copp   |  |cciopipo|  |i  oi ip|  |occppipi|  +--------+
 Miguel Soto, 6436233, Menus,  +--------+  |opoppico|  | i ii io|  |o pcpi  |  |pcip poo|  | c  c   |  |p  opip |  +--------+
 Dina Sawadogo, 9248213, Cora III,  +--------+  |oi ip   |  |c i   p |  | cccpiip|  |ci p ooi|  |c i cicp|  |oico ioo|  +--------+
 Helga Cha, 8975398, Alpha Ceptus,  +--------+  |icoi  pi|  |pc    ip|  |oc  cio |  |  opc i |  |cpp  pii|  | o  o oc|  +--------+
 Wenjun Avila, 2004790, Orius III,  +--------+  |    opcp|  |pi p pi |  |ic ci  o|  |i     p |  |pcp icop|  |pii cp  |  +--------+
 Di Campos, 1147330, Beta Forvus,  +--------+  |pcoi io |  |picc pp |  |pcoo cc |  |oo cipic|  | pioc cc|  |o c   c |  +--------+
 Brenda Yang, 1939286, Retici,  +--------+  |c   oii |  | pcpic  |  |i p ccp |  | ppc    |  | cpio  p|  |ccci ioc|  +--------+
 Andres Cooper, 4079127, Cenis Major,  +--------+  |p ci o p|  |c  ci pp|  |p pp cip|  |opp   ip|  |o  oc oc|  | ip i   |  +--------+
 Stephen Schneider, 9717049, Coros,  +--------+  | p  iopc|  |p cpo oi|  | ipoic c|  | o c ccc|  | opp pi |  | oio   p|  +--------+
 Narayan Palacios, 5134619, Tucanus VII,  +--------+  |iopiopop|  |i       |  |  oipcpo|  |p c ippp|  |cpcc c o|  |  i o  c|  +--------+
 Fred Mahmood, 7633401, Leon Major,  +--------+  |p  cpip |  |c ioc p |  |opccip o|  | pcic   |  |popoc  o|  |c cpp   |  +--------+
 Rosemary Fang, 8390614, Saticer Minor,  +--------+  |opo iio |  |pi ip oo|  |pc  coi |  |coocopp |  |   po io|  | ciici  |  +--------+
 Ming De, 9029136, Beta Charth,  +--------+  | i pc  c|  |o co i i|  |i i pc c|  |io cipi |  |cocc p o|  |p o ppii|  +--------+
 Blanca Almeida, 9654639, Canax,  +--------+  |  c i   |  | iipcco |  |pcpo ccp|  |  ccccpp|  |cpop cpc|  |i icp  p|  +--------+
 Francisco Adams, 3353502, Gamma Forpis,  +--------+  |o pcioco|  |io p ipi|  |pio   ci|  |c ciooco|  |cipo   c|  | occ p i|  +--------+
 Julio Nie, 8138290, Beta Grux,  +--------+  |coio o  |  |ioip o c|  |   p  oc|  |o io o  |  | icci i |  |pcioiop |  +--------+
 Nur Robles, 2254211, Leonor,  +--------+  |o p i ic|  |  pco io|  |ipc cpo |  |pi i p  |  |pipcoicp|  |  ii op |  +--------+
 Rodolfo Sow, 9622529, Alpha Crustra,  +--------+  |   oc  p|  |ooc p pc|  |o ppoipc|  |ic pppi |  |ic oo i |  | ii io o|  +--------+
 Beatriz Shaikh, 4170833, Alpha Lyralis,  +--------+  |  p oi  |  |    o c |  | i i oop|  |i pip ci|  |op   occ|  |pcci   o|  +--------+
 Jin Thin, 4909882, Erida,  +--------+  |iip  ipo|  |  o oo i|  | p p   p|  |  icpooo|  | ip iic |  | ioppooo|  +--------+
 Ruben Araujo, 1944498, Saturus,  +--------+  |po  oo  |  |  oo c o|  |   pcipi|  |    op p|  | co p cp|  |cooi p  |  +--------+
 Andrei Rogers, 4369907, Cansa Minor,  +--------+  |i  o i  |  |o iocc  |  | p cc  o|  |ocpcici |  | c  op o|  | cp o oc|  +--------+
 Quan Zin, 5768835, Alpha Forvus,  +--------+  |oc  ipci|  |i o  pip|  | ipp pci|  |o  pcp  |  |oi pico |  |  o ci i|  +--------+
 Emine Rivera, 9317527, Alpha Scus,  +--------+  |  i o   |  |p p ccc |  |o pppcoo|  |pcoio   |  | cp   p |  |c coip  |  +--------+
 Larry Bailey, 2219647, Ixiona,  +--------+  |   c i i|  |io pio p|  |o   p oc|  |i ioi  c|  |ocppc  c|  |icciio i|  +--------+
 Adel Salman, 1295262, Algolum Major,  +--------+  |pppooicc|  | c  p   |  |oip oo  |  |ci oc p |  |i ii  o |  | p copcp|  +--------+
 Daniel Xiao, 6211480, Bornus,  +--------+  |ippoc po|  |i op pci|  |  iocoop|  |i ci ic |  | c oci c|  |op c c c|  +--------+
 Marcia Ei, 9182095, Gamma Leona,  +--------+  |o ci pc |  |  iiii p|  |c ioiopp|  |ii coo  |  |  coipio|  | oop  io|  +--------+
 Josefina Gul, 2722945, Hydrana,  +--------+  |o oppoop|  |ipc po i|  |ococo p |  |opcoipoi|  |    pip |  | o o pic|  +--------+
 Abbas Daniel, 4136047, Alpha Majorna Minor,  +--------+  | ic c  i|  |icp ioc |  |cipo  cp|  | po pcp |  |op  ooco|  |opp opip|  +--------+
 Wenjing Biswas, 4374557, Alpha Anta,  +--------+  |c   c i |  |pc occ o|  |c op i  |  |i ippc c|  |  iooc p|  |c   pipo|  +--------+
 Cristina Santiago, 4800052, Alpha Librado,  +--------+  |po  cooo|  |p  piii |  | p cippi|  |  oc   c|  |ic ioipo|  |coic coi|  +--------+
 Vicente Hernandez, 3312705, Cana III,  +--------+  |ooippc i|  |iccp cpi|  |coicicic|  |c  ipp c|  | pocccco|  |piocc c |  +--------+
 Hanan Sidibe, 7973265, Tucani V,  +--------+  |ipip pi |  |ic  o   |  |cicpooop|  |pcop i  |  |cp   pc |  |   oppii|  +--------+
 Lijun Kong, 3150637, Orcula,  +--------+  | p   pp |  | o i co |  |  op c  |  |pc ioi  |  |o  oi   |  |ic   op |  +--------+
 Weiwei Fei, 8100904, Beta Venis,  +--------+  |pc oopo |  | ppc  ci|  |pii o c |  |  ociooc|  |    pcoi|  |   ic ic|  +--------+
 Mehmet Luong, 7401158, Tucang,  +--------+  |cpcpoopp|  |ppoiop c|  |pc cpcpc|  |pi  o  c|  |  iiooco|  |icicpopi|  +--------+
 Than Latif, 9089775, Beta Forvus,  +--------+  |iioic  p|  |i i ippi|  |opoiiic |  |pccpcpcc|  | p ipcip|  | oipc co|  +--------+
 Amanda Rahim, 7044465, Gamma Satices,  +--------+  |pipcipo |  | p pcooo|  |i oi pii|  |co  pp c|  |ciiopici|  |ccocic c|  +--------+
 Serhei Wei, 4427725, Androna,  +--------+  |picc cpo|  |c o  pc |  | piop po|  |o iippi |  |o  oc ip|  |oiocooco|  +--------+
 Ellen Brown, 5374103, Leptune,  +--------+  |oo cipoo|  |coicio p|  |  co p i|  |c po pp |  |cici c  |  |oi cpcco|  +--------+
 Piotr Pires, 3186037, Alpha Vena Major,  +--------+  |c pi c  |  |ii ooc  |  |oo o cip|  |  co  ic|  | po  opp|  |  p iopp|  +--------+
 Gang Harris, 1730383, Delptus,  +--------+  | poccioi|  |pc pio p|  |o p ii  |  |c  pp ci|  |o oi opp|  | pp p ic|  +--------+
 Jaime Lu, 6103114, Beta Scor,  +--------+  |oii o o |  |  ocpc c|  |ccipp  o|  |oi c opp|  |p ipoici|  | i cp ci|  +--------+
 Ashraf Gil, 4785567, Earoma,  +--------+  |opp pocp|  |  ioi op|  |p oii ii|  |iop  cpp|  | opopcco|  | i ccico|  +--------+
 Mikhail Salah, 5786523, Doranus,  +--------+  |iiccpop |  |iopiopp |  |pp  c co|  |c o ccc |  |co ip po|  |op i ooc|  +--------+
 Ernest Miranda, 9553994, Leptorn,  +--------+  |    cc o|  |p ppi i |  |ipp  o  |  |cp  iiip|  |i co o i|  | ccopipi|  +--------+
 Shila Sinh, 6938292, Earia,  +--------+  |o pp cc |  |icc oooo|  |coopciip|  |i   copc|  |  ip o  |  |iop c ic|  +--------+
 Elisabeth Sawadogo, 4469273, Fora,  +--------+  |ioo pioi|  | pipoppo|  |  po    |  |  icic  |  |ip icccp|  |ooc  op |  +--------+
 Shobha Sultan, 9220780, Taurnus,  +--------+  |i poi p |  |ipcp co |  |opccioi |  |      oo|  | iioipii|  |o  pc ic|  +--------+
 Adrian Adams, 3074142, Alpha Chama,  +--------+  |cc     p|  | iicp co|  |p  op pc|  |ip oc   |  |ppio i c|  | p oc ip|  +--------+
 Felix Toure, 3090919, Beta Juppis II,  +--------+  |ippo oo |  |c oiopop|  |i   oc p|  | oiccicp|  | ioc  i |  |oc  c ii|  +--------+
 Moussa Reyes, 5056857, Alpha Cetung Major,  +--------+  |o i opcc|  |oppicp  |  |o cpii c|  | c    op|  |p  o   o|  |i p  oi |  +--------+
 Susana Meng, 5462066, Beron,  +--------+  | cioc  c|  |ppcppcii|  | i    c |  |o   oico|  |ococciop|  |pp c  ci|  +--------+
 Dilip Ba, 6804233, Phoena VII,  +--------+  |icii  pp|  |pi  p   |  |p  pipci|  | ppicioc|  |pooiocco|  |c p oppo|  +--------+
 Rana Parvin, 7704929, Majorn Major,  +--------+  |   p c p|  | icip   |  |icpoc p |  |p   o ic|  | c o p p|  |coooii i|  +--------+
 Madina Miguel, 8022699, Arado III,  +--------+  |occiooop|  |p  p ooo|  |i  iiioc|  |ooip  ip|  |p p pop |  |ccci  io|  +--------+
 Yen Kazem, 7610570, Beta Taurux,  +--------+  |p ipp po|  | iicipoi|  |poii   o|  |icpic i |  |ipiippi |  |  c ii  |  +--------+
 Chantal Huang, 8927284, Leon V,  +--------+  |ip oc ci|  |cciooip |  |oci  i p|  |i occi i|  |oci co o|  |c  p co |  +--------+
 Jessica Xia, 3610004, Retus IV,  +--------+  |  ii iic|  | o ccco |  |  i ocio|  |io  i ii|  |cc i i i|  |ioccop  |  +--------+
 Cheng Fernando, 6975883, Gamma Lacer,  +--------+  |ppi ccp |  |  ic iii|  |pioo  pc|  | i c   c|  |i  pipic|  |       p|  +--------+
 Hatice Dei, 2669278, Corenix,  +--------+  | pcpp o |  |o iciic |  |io ccico|  |o ipi io|  | c    pi|  |ci  icic|  +--------+
 Leonard White, 6890364, Alpha Scurnus,  +--------+  |ci oop o|  |co p ipp|  |o pooi  |  |pipoico |  |io ococp|  |ipo cp c|  +--------+
 Hans Castillo, 8953271, Pupiter,  +--------+  | co o ii|  |p  ico  |  |ci ipci |  |o oopoco|  |ccppo c |  |oicc  cc|  +--------+
 Nestor Xavier, 4345887, Gamma Opheus,  +--------+  |co pii o|  |pi     o|  |pc p  c |  |ppoiii i|  |p cocp i|  | ooc c o|  +--------+
 Ernest Robinson, 1405282, Alpha Erius,  +--------+  | i i p o|  | c o  p |  |i c p pi|  |icc  p  |  |  i poio|  | ocp  ic|  +--------+
 Nicholas Wilson, 4292420, Grux Minor,  +--------+  |c  cpc p|  |iocii po|  | ccp o i|  |p coipio|  |piop    |  |co  cp c|  +--------+
 Nan Mukherjee, 5176600, Earina Minor,  +--------+  |  pp  ii|  |iip oc p|  |op c    |  | oopipci|  | oiopo c|  |c  ppopo|  +--------+
 Regina Issa, 4668232, Alpha Caprida,  +--------+  | oo i  c|  |i c iccp|  |oopcooco|  |po c cio|  |oop  i c|  |po    pp|  +--------+
 Mercedes Abdel, 3069290, Gamma Phoenta V,  +--------+  |i cciiop|  |p oci p |  |opo  p  |  |iip p pi|  | ip  ooc|  |i o ccp |  +--------+
 Francisca Nasir, 1744245, Alpha Leonor,  +--------+  | pcccpcp|  | pcppcio|  |p     oo|  |io op cp|  |   cppio|  |i poipic|  +--------+
 Heather Collins, 3487495, Ventana,  +--------+  |i copo  |  | o  c co|  |ii  iioc|  |i op i  |  |ocopc i |  |c opcc p|  +--------+
 Wenjie Navarro, 4452649, Earina Minor,  +--------+  |oo  ii c|  |oiiiciop|  |p p oioc|  |ocococ o|  |i  cp p |  |o i  ipp|  +--------+
 Claude Peng, 3764137, Aracor,  +--------+  |ipo pppi|  |o i cp o|  |c p icoc|  |o  ii  o|  |occcp pp|  |oiiicioi|  +--------+
 Ahmet Jones, 8093075, Cerseus Major,  +--------+  |oioo icp|  |  iipc i|  | ipiic  |  |io   io |  |ipoppc p|  |ci p    |  +--------+
 John Hameed, 6876274, Alpha Craleus,  +--------+  | ccip oo|  |ipo  icc|  |c   ci  |  |  p  pcc|  |i p p  i|  |  icpi  |  +--------+
 Darya Chavez, 7097846, Phoenta,  +--------+  | po  ccp|  |op ooopo|  |iiop  ci|  |pp ipop |  |ipi ppic|  | cc pci |  +--------+
 Marcos Petrova, 9902184, Cetung,  +--------+  |i oo   i|  |ocpio ic|  |pp ipcoi|  |o iooi  |  |c  ccopi|  |i c  o o|  +--------+
 Dipak Mohsen, 6351035, Certa,  +--------+  |p ci  pi|  |c oicocc|  |i o cc o|  | ii c co|  | pocoi  |  |cppp   o|  +--------+
 Nushi Patel, 8122032, Caris,  +--------+  | c io po|  |pp o  co|  |cpocpc p|  |po pcppc|  |i opipi |  |ci  c c |  +--------+
 Nur Than, 8993470, Alpha Vensa IV,  +--------+  |cccci p |  | ioc icp|  |io  cp i|  |cpoppopo|  |pipc iic|  |iippc   |  +--------+
 Dmitriy Ward, 6986126, Tucanix,  +--------+  |opp i  p|  | p oi o |  |p ip pc |  |c oio ic|  |i pop  o|  |o iiocco|  +--------+
 Guillermo Padilla, 3593434, Cralia IV,  +--------+  |opo oi p|  |p poipop|  |oppo o p|  | oi pcop|  |oii   pp|  |  picp i|  +--------+
 Angel Farah, 4246784, Gamma Deles V,  +--------+  | poo    |  | p   ip |  | o iiccc|  | i oi  i|  |   ii  c|  |ipo popo|  +--------+
 Mamadou Ansari, 7360898, Sirgol VI,  +--------+  | cip p i|  |pcp pic |  | oc  ii |  | cpoici |  |p piopco|  |pi ooo  |  +--------+
 Shiv Devi, 1836075, Virius Minor,  +--------+  |iopiio  |  |o cpoipi|  |i  ipopp|  |  ip ocp|  | c  o ip|  |cc ppiic|  +--------+
 Weimin Hall, 9165489, Plum IV,  +--------+  |oc o pip|  | oo ccc |  |p   cii |  |     i o|  | o oop o|  |op c p p|  +--------+
 Olivier Inoue, 8059476, Veles,  +--------+  |o  i cc |  |oi  c   |  |    ipp |  |o c pccc|  |cooccic |  |p  pcipi|  +--------+
 Annie Gonzalez, 9814271, Alpha Ophinor,  +--------+  | oic cip|  | pipip c|  | p piii |  |   pccpp|  |ppco  co|  | i oi po|  +--------+
 Marie Nawaz, 1855565, Alpha Librado,  +--------+  |ppcicc i|  |pppcoi i|  | oooo oi|  |o icpo p|  | icc i o|  |c oooocc|  +--------+
 Abdoulaye Ramadan, 5790113, Ories,  +--------+  | poi o  |  |ooco co |  |i oi oco|  |pc co i |  | pp  i o|  |  ip cip|  +--------+
 Vijay Huo, 3181248, Beta Tris,  +--------+  |c ip ppc|  |ciii   o|  | p  op c|  |pc     o|  |iipcc cc|  |oopci i |  +--------+
 Sadia Miranda, 3234374, Gamma Uratus,  +--------+  |    i pp|  |oico c  |  | pc io o|  |po   p p|  |cppooo o|  |c   i io|  +--------+
 Sandra Araujo, 3008455, Gamma Bores,  +--------+  |o ocp  p|  |p i  c  |  |oci   po|  |cooo i  |  |c ppo ip|  |c  o oo |  +--------+
 Savitri Majhi, 5947679, Gamma Doroma,  +--------+  |c  p   c|  |cciipio |  |i pccc o|  |opo ooc |  |pi oipc |  | oipp ip|  +--------+
 Said Padilla, 3798178, Charies,  +--------+  |cc ccpp |  | i opcpo|  |o  c o  |  |cpocip  |  |p  p co |  |o   copc|  +--------+
 Sara Marin, 5655659, Alpha Beron,  +--------+  | co opo |  |ii o  ci|  |ic c i  |  |  pic o |  |oip o  p|  |c  p iio|  +--------+
 Nadezhda Rahim, 2487673, Beta Aquule,  +--------+  |ip cooio|  |i  po  c|  |pi  c ic|  |o co p  |  |o pi   i|  |o ii c p|  +--------+
 Mariam Shen, 5218322, Gamma Cepus,  +--------+  |o co    |  |c  pioic|  |p i c ci|  |i  o io |  |oo  p   |  |oip oc p|  +--------+
 William Chan, 1059456, Gamma Pisci,  +--------+  |pii  ioo|  | ipc  o |  |opiooip |  |cc cppi |  |ii cc oo|  |cipppcci|  +--------+
 Alexandra Hayashi, 7420561, Cralis III,  +--------+  |   iop  |  | icpiiii|  | i iic  |  |iicpo pp|  | o    ii|  |i p c   |  +--------+
 Jesus Weber, 6316818, Forens,  +--------+  |ccoipc o|  |o p  c i|  |  ccpocc|  |io ip  p|  |io poico|  |c oco oc|  +--------+
 Lidia Hansen, 4830510, Minix,  +--------+  | o i pii|  | ipcp  i|  |pc o  oc|  |ppppc o |  |pco cc i|  |i i iioi|  +--------+
 Andre Batista, 5207341, Dele,  +--------+  |ppoi   i|  |ci piccc|  |cii  o  |  |p  c p i|  |iiio pco|  |  pcp p |  +--------+
 Rene Mahamat, 9997019, Gamma Hydron,  +--------+  |poo  o  |  |  ioooco|  |p p c  c|  | ppp p i|  |o c poic|  | o ic p |  +--------+
 Aisha Mejia, 7322705, Bereale,  +--------+  | p  p   |  | c iic  |  | ic o oo|  |  i coop|  |occcco p|  |p oiipcc|  +--------+
 Cong Saleem, 3704499, Delptus,  +--------+  |c p  c i|  |i i cc  |  | op ccco|  | iiipi  |  |opcp oii|  | oi  p  |  +--------+
 Tian Basumatary, 1363608, Lacora VI,  +--------+  |   ccp i|  |pio  p o|  | oppiioc|  |p ccip c|  |co pcp  |  |iiioc c |  +--------+
 Stephanie Chavez, 1374103, Arinus,  +--------+  |c  pipop|  | o pcii |  |pcp cpcp|  | pcipcio|  |cp c i  |  | oci o i|  +--------+
 Gustavo Eze, 2177431, Beta Earsa,  +--------+  |  pooo  |  |cco iooi|  |c c pc p|  | copc   |  |ipp  co |  |o oipc i|  +--------+
 Amadou Rani, 9927488, Beta Urado,  +--------+  | cii ic |  |pio  i o|  |o c    i|  |o   pc c|  |oopi c p|  |ip cc i |  +--------+
 Giuseppe Lan, 3152564, Taury VII,  +--------+  | ippiopc|  |c ci  c |  |iooc  ic|  |io ipp c|  |c i  i p|  |pcocoopc|  +--------+
 Betty Mallik, 3326122, Ceros IV,  +--------+  |  p pco |  |  co  io|  |ipo  c  |  |ipoiciip|  |  cip ic|  |pcopccic|  +--------+
 Felix Caballero, 2241253, Minicor Major,  +--------+  |iiiic   |  |  cioi o|  |   p   o|  |ooppo io|  | o o ocp|  |iopc cco|  +--------+
 Maryam More, 1344026, Equila,  +--------+  |c  oc pi|  |c o p ci|  |pcccoi  |  | i o  oo|  |   o  pi|  |ipoc   o|  +--------+
 Agus Zou, 8839283, Eriana Major,  +--------+  |ppi  iip|  |  iii i |  |pcc  oc |  |opc ppp |  | cc ciic|  |c oi  o |  +--------+
 Yvan Rani, 9043184, Serta,  +--------+  |cpip  c |  | pp poi |  |  c o ii|  | i o o c|  |pc ico  |  |oip p  c|  +--------+
 Xiaomei Muhammad, 9862141, Cephius IV,  +--------+  |c  ioooc|  |c p iioc|  | cii   p|  |o   pcc |  |oi opoc |  | oo   o |  +--------+
 Andrew Khatun, 4805995, Gamma Monoces,  +--------+  |  oi cpc|  | c po  o|  |o opcic |  |oip o c |  | p coppp|  |i pcoc o|  +--------+
 Denise Bello, 7607855, Neptury,  +--------+  |co  poop|  |  c   pp|  |  iipp  |  | c p o c|  |  i pcci|  |  ii p p|  +--------+
 Maria Dei, 4947007, Lephini,  +--------+  |o  op  c|  | ioi cc |  |p o c io|  | oip  pi|  |cpioico |  |c iip  o|  +--------+
 Mercedes Arshad, 7539847, Mona,  +--------+  |occip ip|  |ipc  icc|  |  cc ci |  |coc co c|  | c  ic p|  |    i op|  +--------+
 Manoj Otieno, 3527081, Doron,  +--------+  | p  p  p|  |i   iopo|  |ccoooo  |  |o pciioi|  |ipocpip |  | iiocc p|  +--------+
 Nga Ullah, 3540804, Camela,  +--------+  |ipcco i |  |cpcoc ci|  |po   p  |  | o ccoi |  | po  p o|  | ipipioo|  +--------+
 Jennifer Maldonado, 4746574, Ophinor,  +--------+  |po ic pp|  | p o p o|  | pi   i |  | poicoii|  |o o pcip|  |ipicop  |  +--------+
 Karina Hwang, 9569123, Algo,  +--------+  |p i coc |  | c iipii|  |oopi  p |  | i o icc|  |p o  ci |  | ip  c p|  +--------+
 Tuan Kouassi, 7934387, Cameda,  +--------+  | ppppo o|  |ccoppo  |  | op i cc|  |o opip o|  |cppc ipc|  |cp  oicp|  +--------+
 Xiaoming Ramzan, 2579418, Opheus Minor,  +--------+  | i i iop|  |cp pi io|  |po   coc|  |iipoi   |  |p ocpc p|  | cpo ioi|  +--------+
 Sadia Kouame, 1321722, Aquarth,  +--------+  | p  po i|  |o pocpco|  |pp pc ic|  | o o pip|  |ipoo  ii|  |    ipp |  +--------+
 Angelina Zamora, 5254403, Leonax,  +--------+  | ocpo pc|  | i  c op|  |opiicoci|  |pp ocop |  |p  pcp  |  |coopooc |  +--------+
 Francis Charles, 2067047, Erico,  +--------+  |o oocpi |  |  p copo|  |pop i   |  |i oiioi |  |ocoi   i|  |o pico c|  +--------+
 Saroj Akther, 9021062, Plumba III,  +--------+  | oi p cp|  |p i o o |  |ip p po |  |co ccopc|  | o icco |  |cipp ci |  +--------+
 Zaw Ling, 9821432, Alpha Canus III,  +--------+  |ipp p pp|  |  i o  i|  |po   iop|  |c pc i o|  |i  iip  |  | ocpcioc|  +--------+
 Aleksandr Anh, 2527890, Beta Marius,  +--------+  | ccoc i |  |oc i  ci|  |i   c op|  |io icco |  | op  oi |  | oi oci |  +--------+
 Om Smith, 1066820, Beta Aquula,  +--------+  |cp o ipc|  |oi  oo  |  | icipppp|  |picpcpcp|  |ip      |  |c oo ipp|  +--------+
 Renu Khalil, 2202837, Beta Librado,  +--------+  |co p p  |  | pp cii |  |oiop ccc|  |ip cipo |  |ii iiipp|  | oo  pc |  +--------+
 Rani Bi, 3065955, Forens,  +--------+  |co oc p |  |ppoioco |  |oooc  i |  |   p  ci|  |o ioop p|  |pco pcoc|  +--------+
 Hang Shimizu, 4278399, Alpha Trius,  +--------+  |  poi pp|  |  p ii  |  |  io c i|  |ppop  oo|  |pc  poip|  |pppoc   |  +--------+
 Christine Chowdhury, 7080981, Satus,  +--------+  |cp  pi i|  |pop o ip|  | o    o |  |o  oio  |  | cii  pc|  |p p iii |  +--------+
 Marcin Sahoo, 4124229, Beta Cenix VI,  +--------+  |p cpipop|  |iipoio i|  | i cp pp|  |po  ooio|  |opicii p|  |ppc poc |  +--------+
 Sharon Saito, 4870120, Vens IV,  +--------+  |opcicii |  |o pc cci|  |  i poi |  | ipoo   |  |o ocpcci|  |  i  i  |  +--------+
